51 62 29 -15 16 -23 -9 92 11 -69 -73 46 86 1 67 44 -58 7 61 -95 71 -54 13 -4 50 49 81 35 -6 -24 -69 -72 49 44 37 95 -62 70 81 7 74 -19 -34 -1 36 -42 45 63 -93 92 -44 65  ; 13
41 -19 47 -74 -56 85 62 64 30 53 -30 -77 79 -49 9 -16 86 -72 53 -35 49 62 -69 -70 -33 43 -51 -21 -23 -99 -41 -94 4 2 -31 49 -67 -19 18 -72 71 -23  ; -6
50 -29 82 12 2 75 33 61 28 -63 -99 19 -28 -58 -25 63 97 -78 26 82 89 -48 68 -93 39 10 -99 74 73 93 6 -46 -28 26 -56 16 -78 67 58 -4 -6 -10 70 -77 87 56 -85 59 -64 -66 -28  ; 6
4 65 -9 93 -5  ; 36
13 -26 0 94 -48 -10 34 85 13 70 21 -45 -29 -42  ; 9
20 59 9 13 -36 -1 -19 -44 -92 -46 49 -35 -99 74 -61 28 61 94 52 28 17  ; 2
72 -19 -82 -62 18 38 37 -21 -84 61 -40 -80 -89 42 -42 -59 42 -22 94 -77 -79 -94 -90 78 -75 -85 2 15 -63 38 -91 -58 68 46 -37 51 -87 28 36 51 -29 9 12 35 47 68 25 -98 64 -13 83 -28 2 97 -69 -18 -56 -21 91 -88 -27 86 21 62 -77 -35 70 -84 93 -29 81 93 72  ; -3
17 -21 -53 88 -26 96 87 -52 -20 -71 -18 -39 -83 17 13 -12 77 89  ; 4
34 63 -15 -90 -50 32 -90 1 -68 -22 79 75 -83 -62 61 45 37 62 71 -24 -90 31 -61 15 56 83 41 -73 -73 87 35 5 -56 -7 16  ; 0
89 -31 56 23 -98 87 -5 -61 -26 6 64 7 -85 -90 -57 39 51 24 -94 42 -62 -62 46 -12 -81 -5 2 -95 14 54 13 -77 60 95 53 -39 -9 -76 -77 -26 -25 79 5 -63 -80 90 54 -78 -82 54 -21 37 56 -36 6 14 43 10 -70 -7 31 59 -86 -92 15 -27 -27 -13 -62 -56 35 69 -62 39 92 27 66 29 95 44 -97 31 -36 96 31 -38 3 79 58 82  ; 0
63 -97 46 -18 37 -53 -32 38 84 0 -84 87 -96 10 -42 76 67 37 51 23 -57 -71 -21 -33 99 47 45 33 73 67 24 -19 72 -53 89 2 -71 67 -58 -31 -36 -72 64 11 34 -99 40 73 55 99 -52 -9 -52 -48 -54 5 40 23 36 69 -53 55 -82 -7  ; 6
96 65 71 20 -17 57 52 48 -29 -8 29 -4 -29 27 74 -31 -91 60 93 33 73 -30 9 -17 62 -45 -1 92 -82 2 69 9 -90 -44 51 82 93 7 -25 26 -38 -12 -12 -49 19 -58 58 -41 85 29 -13 8 -81 98 -8 -43 58 99 14 -71 -90 -22 -87 78 37 -8 39 -50 45 -46 13 -45 45 24 -51 -96 56 28 -85 4 -87 -94 -40 -71 14 79 94 -66 -2 -96 -54 57 -43 77 80 88 -47  ; 3
35 -96 28 2 -2 87 -6 69 -45 -7 75 84 -79 10 81 -58 -37 -79 32 14 26 18 81 -35 3 -31 -49 -16 -48 -75 -98 -69 60 -27 -75 2  ; -7
91 -83 83 9 32 23 99 -78 -22 27 -39 3 53 7 -83 8 -2 18 34 68 29 86 22 62 -14 -21 -42 -91 -78 13 26 56 46 -79 86 22 82 12 -71 94 10 -6 -14 -90 88 -53 97 -35 -44 15 92 68 29 -54 -84 68 87 49 -5 -25 32 45 -48 61 -71 -44 21 22 77 -87 99 16 41 -30 -95 -95 -69 -4 -89 6 -99 46 -62 55 -39 36 -99 -50 -41 -60 -47 -29  ; 0
47 47 -27 -45 -87 -45 -81 -76 -15 42 66 -19 -32 -85 -88 -68 47 81 28 -48 34 39 -67 -26 61 -34 18 -46 75 26 -14 -9 -28 -82 -33 83 20 -60 75 -62 -77 40 90 68 80 -68 -41 -38  ; -8
4 -89 73 -58 -47  ; -30
52 -5 76 56 66 3 -72 -98 68 86 89 43 -79 -75 68 -6 84 -45 12 -4 60 39 92 4 -99 -66 93 53 -28 70 36 9 24 -85 84 8 35 -47 -26 53 -15 -11 -43 -72 -80 3 30 -94 35 20 -19 55 64  ; 8
40 90 0 41 31 -34 55 3 42 87 30 91 54 41 -15 36 -11 -33 -57 -32 -10 -2 -9 64 -55 -59 91 -66 25 97 25 -4 -40 27 -19 70 65 38 23 -20 53  ; 17
81 -66 58 28 -40 -71 90 -39 57 -11 49 -61 -52 -92 95 69 45 89 -21 -43 64 98 7 53 -80 -30 -8 -32 -49 -98 -16 11 -16 -91 -18 90 2 -21 26 -36 35 11 71 50 -48 -46 77 -50 41 63 -61 -19 -54 -9 -92 77 -70 52 -9 61 -64 47 -79 74 -87 -31 -75 -55 -44 70 48 -72 -63 91 -46 -76 -56 -18 -74 -57 -26 73  ; -6
99 46 -26 32 36 63 51 -28 -50 3 56 -92 53 13 -83 -26 -12 45 -10 47 -20 -8 34 -23 -6 -3 21 -78 -18 -18 21 3 90 1 -27 -51 57 83 86 15 -19 42 77 -2 -52 -5 -65 33 -96 -81 -14 24 -72 -44 89 41 43 -15 -69 -92 15 -15 93 4 -48 -55 -95 -31 -77 -35 -4 -7 -6 20 84 -81 -30 -37 -65 71 52 -2 -84 -31 -13 95 -45 -54 44 8 81 0 -35 49 -72 76 25 3 76 -7  ; -1
3 4 -73 1  ; -22
21 -78 -76 37 43 -23 79 35 83 -16 89 -34 -89 56 -50 -52 72 -86 78 78 95 92  ; 15
11 -43 -92 -6 -71 -13 -42 48 86 -33 -82 8  ; -21
86 -14 68 -37 -89 19 -13 33 -17 58 -37 -79 -88 21 -25 -2 11 -46 67 -2 -43 -7 -96 25 -52 30 46 50 77 97 38 -42 -37 -87 -1 -84 -78 -76 -11 -77 17 -25 -41 -13 56 -7 -83 -59 -37 -98 -8 22 -80 -35 61 -20 -48 -86 -33 -30 73 81 43 -16 13 2 41 -19 71 -49 42 -81 15 94 8 -32 65 -39 -79 -37 31 -28 19 -11 18 -66 -77  ; -11
60 38 47 99 -76 -74 98 -55 -25 27 23 31 68 26 35 -15 -47 -3 50 -89 -74 -48 92 -68 15 -35 -51 30 -84 34 44 -72 99 -20 -12 -27 69 -8 8 58 -29 74 -74 -28 9 -6 1 92 -49 46 57 20 87 -25 -23 -52 51 -26 -26 -35 18  ; 3
58 16 -61 -95 -28 64 -87 20 68 95 -78 -13 88 84 71 -27 -1 -37 50 -38 -46 58 -26 -60 59 -50 -56 -49 -19 -46 -42 -28 16 78 45 82 48 -80 10 0 -33 31 93 8 44 63 80 85 -10 -39 -83 53 -88 -71 9 -78 30 30 -73  ; 0
92 -61 -39 8 7 -17 -22 -12 -46 -28 8 81 -49 6 82 65 -2 90 47 6 -52 91 95 -27 23 47 -30 -67 19 43 -15 -14 -63 59 2 -5 98 -55 52 -81 -97 -70 74 -10 78 -44 -23 -42 40 78 -56 66 56 76 -42 40 82 -13 41 -64 -69 3 -51 -26 -72 44 -92 8 -65 71 -84 -45 -33 27 3 -54 78 -86 96 22 77 -77 24 -12 35 13 81 85 -38 -17 38 -62 -97  ; 1
73 -90 -50 -27 -80 -88 -61 47 -90 25 23 89 -22 36 -42 -4 37 82 -69 -47 65 14 -15 -66 -63 -47 -9 53 86 -31 -9 70 3 -43 -85 -89 68 -30 -32 59 27 53 -68 7 -43 -42 -60 62 77 0 32 73 12 -33 25 -88 -57 49 -55 -21 -98 -41 -39 -18 81 88 23 11 58 -4 48 40 -38 -61  ; -5
65 67 -62 35 -10 78 58 70 44 -23 -79 -32 -60 -64 42 -12 10 -13 33 -73 12 93 -10 -75 -94 56 -64 -48 -74 -16 -7 40 -91 -11 -56 -90 -58 33 34 -59 -62 50 -42 -79 65 -13 -55 30 1 -64 55 -94 -30 0 -33 91 84 93 -12 -17 2 33 -10 -36 -9 -52  ; -8
83 11 37 -70 33 -89 -31 -47 3 -82 69 5 76 26 -52 -69 15 50 49 47 26 98 -88 12 75 -60 76 -52 -53 68 73 61 -90 62 -65 56 -72 80 18 -32 40 84 -22 56 31 -64 17 72 66 9 48 -7 87 -84 -96 -97 -31 58 68 43 -72 -78 34 -68 -46 95 -97 1 -67 69 11 -84 -73 54 1 69 -84 -9 31 38 -64 52 -50 80  ; 2
4 -5 -7 -52 -27  ; -22
47 87 -14 57 -12 82 1 89 30 9 65 0 26 -32 -67 -20 -68 -59 29 1 8 33 87 24 -75 -6 -28 -54 86 86 37 -82 42 11 73 82 7 -43 -49 -88 -69 -83 -87 29 66 73 56 39  ; 8
31 3 97 97 44 -91 99 -41 -80 -5 59 30 -15 -93 -82 65 -50 86 57 60 25 -18 70 -21 21 3 15 -20 60 -53 -74 7  ; 8
54 53 94 -74 30 5 58 -46 76 85 47 86 -47 -81 27 72 -27 -91 -70 -22 93 -26 -91 -25 -16 61 92 59 57 -2 -79 23 85 58 -94 -17 -19 95 26 -65 17 -17 74 82 -52 98 -91 -35 98 -78 6 -38 34 74 -11  ; 10
81 20 -78 -19 -35 84 19 -64 38 -25 -57 36 -58 9 -29 -70 95 -45 29 27 -13 -79 26 81 -44 94 -71 58 38 79 -71 80 56 60 -90 -35 -63 27 91 -97 43 67 5 -20 -70 -74 5 -29 72 26 1 47 7 68 67 -11 79 18 2 65 -98 63 -49 77 -31 -32 -45 -5 35 -38 68 33 -8 32 99 -32 91 85 65 -23 42 -50  ; 8
56 5 -60 -98 -11 11 -69 -27 87 21 45 -88 15 -52 -99 -80 -55 98 48 -23 -12 -15 -98 -1 -97 -92 85 -9 -95 55 -48 74 -6 -13 66 -22 82 -47 -96 16 44 -15 14 23 -21 6 1 -24 -72 10 -77 -17 87 8 54 -12 77  ; -9
25 3 40 99 -40 92 5 46 79 -66 2 90 -94 -78 -7 45 -77 45 3 -16 -33 62 32 7 -71 87  ; 10
26 -60 -69 -79 -52 -71 -49 -51 -98 40 -22 -26 91 -55 58 30 72 82 -42 -48 35 2 23 16 -42 99 65  ; -5
4 -1 82 10 -90  ; 0
38 -98 50 69 75 -72 -35 2 -42 -56 -23 -46 36 31 24 56 -14 -90 66 61 17 72 -44 26 6 -82 83 84 31 -49 -45 90 61 22 62 21 11 58 -25  ; 10
67 -54 64 -96 -30 -98 32 70 -67 48 -4 -12 92 15 -80 23 -66 70 -76 -71 -5 55 -69 -51 90 1 -28 -19 49 86 6 62 63 14 -46 80 7 86 30 -49 83 -6 -58 -9 59 21 89 18 -78 35 97 42 7 67 82 92 44 16 -47 27 46 7 1 64 72 -49 79 91  ; 15
57 64 -80 -42 20 -32 -21 92 -73 26 24 -41 -25 66 87 18 -28 60 -24 -49 -17 -24 35 -87 -20 19 8 80 -88 -23 -60 14 34 51 -87 3 -98 -34 97 5 -76 15 1 87 8 -13 -38 98 21 83 31 83 -89 -29 2 9 32 34  ; 1
77 44 -99 -35 -21 54 -23 58 -66 -22 -62 34 -58 79 38 90 -72 83 -41 83 34 75 -75 -44 -99 -65 7 -87 -88 53 90 -19 40 43 -66 77 50 -58 60 34 2 -85 97 5 6 6 25 -2 -27 -4 21 1 -48 83 -85 -98 95 -31 -62 27 -95 50 -54 70 33 -46 -6 64 9 79 -7 90 -97 64 -8 -87 -28 -12  ; 0
68 91 -29 -85 -96 29 39 26 -92 75 32 -91 2 59 -1 -69 53 -50 -77 46 16 -77 -46 -91 38 -37 -9 38 81 -32 -6 55 -39 -59 -73 64 53 2 18 9 -49 -22 -54 0 -34 36 16 -83 78 -86 41 83 64 -23 -78 13 -13 50 -66 -80 -82 78 -48 -63 48 67 67 87 34  ; -3
84 13 -32 -91 33 98 86 -76 31 83 2 29 -11 20 -36 82 -60 -86 39 -83 25 20 -57 -25 -47 61 28 -73 20 -44 44 86 8 26 -31 88 -36 64 62 43 70 -26 16 58 -97 -96 90 -37 -1 90 -15 42 81 59 88 51 -65 18 82 -27 15 -80 -3 -52 29 23 -93 36 -7 -70 86 83 -22 -16 39 18 70 -93 55 91 69 -62 21 -25 97  ; 10
30 -56 -96 -74 63 84 67 -72 39 -17 68 56 66 87 -88 91 -99 77 45 -69 -11 75 -49 -41 -93 -75 65 48 -14 79 -86  ; 2
79 68 -55 91 -29 4 -6 -45 27 -26 92 -43 -71 -70 -45 5 -54 49 -88 -44 -27 -80 -22 35 -67 4 -1 62 8 -85 51 50 62 -55 60 93 96 -51 72 23 -34 41 -5 -56 -48 -26 -27 45 -87 -24 51 94 6 39 37 63 70 -53 -28 -68 70 64 40 43 2 86 93 -2 1 -43 -83 27 13 -93 -68 33 80 -40 -66 59  ; 2
66 36 -48 68 -96 -87 -34 -82 25 94 38 -32 60 80 38 34 50 -4 29 -15 71 -50 -13 58 67 -95 7 88 87 -39 90 -17 24 -60 -45 -82 -11 -20 77 -3 35 -46 76 -64 78 84 -56 56 -58 -18 4 25 -52 -23 -93 9 61 -52 68 -71 -74 34 -44 1 -88 51 -25  ; 1
13 -7 85 -55 -85 5 -15 94 16 -64 30 48 -99 -53  ; -7
11 30 65 -44 33 29 44 -16 62 37 -5 66  ; 27
48 14 1 -82 -62 22 -46 96 28 -6 53 38 14 24 36 -93 55 -90 -33 46 -62 3 99 -24 -66 64 -26 -82 -89 87 68 35 -24 -74 34 -8 19 -34 -27 34 46 89 27 46 48 -73 -45 -4 14  ; 1
79 -54 31 49 -90 -47 -62 -62 -65 -19 64 66 96 60 33 -7 -56 37 -10 11 98 -93 -27 -36 -50 3 -88 67 55 22 -49 73 -69 -64 -27 90 71 -6 -3 0 15 -40 97 -14 -1 59 -66 -27 7 -6 5 64 87 -46 -57 -34 -90 -43 21 23 65 -84 -88 -41 -19 -15 -29 3 -99 95 59 -65 -71 -96 -77 -75 44 29 -75 -75  ; -9
27 61 95 -2 -52 -78 96 -88 -63 -84 -67 -25 -48 -85 -94 -78 25 89 81 79 -86 58 74 23 38 46 -13 24  ; -2
11 16 -92 -59 3 61 63 -32 -61 15 -44 96  ; -3
53 92 -79 -82 -8 -59 -87 -26 -37 61 -75 3 22 -75 -13 28 -95 -48 -29 -46 4 -67 -99 26 6 -58 75 0 -64 61 -93 74 -58 92 14 -65 -85 -26 42 80 -67 20 -32 -62 -97 -96 -66 2 -49 53 47 -41 -11 79  ; -19
41 -74 93 -24 5 -82 39 33 0 24 36 20 -67 25 -13 -57 20 -97 -53 -31 -66 -84 35 70 -31 -22 -88 -42 -70 62 -9 1 -9 -44 -16 -35 25 -53 -29 -11 -36 78  ; -14
15 7 42 0 -76 2 88 10 -99 -97 -76 52 47 89 -9 -9  ; -1
61 -18 -77 60 -51 14 -16 -24 -23 -24 -35 -81 -69 -18 -95 88 32 13 55 -15 -43 71 62 -30 -79 -84 9 -8 52 -38 76 97 44 60 -77 -78 6 42 86 -78 -26 -80 -86 -31 76 31 23 72 49 -78 -96 62 71 23 4 2 43 36 -52 79 -44 97  ; 0
90 8 47 52 43 53 -23 -40 -77 81 -3 43 15 69 9 49 92 -95 53 -26 -36 95 44 -86 70 5 36 -77 99 55 23 63 93 18 -97 -36 -87 10 -98 18 7 23 95 1 50 59 36 32 89 26 -8 16 39 33 -98 -29 15 10 19 63 -33 46 -8 -64 -33 -15 -84 16 21 -5 -73 -38 -26 -75 -12 -56 -67 -37 64 -80 -58 45 -51 -49 -36 31 64 2 55 69 -91  ; 4
53 90 60 -86 -71 90 8 -62 6 74 -50 -72 -45 21 -12 17 32 -79 -27 -60 -96 74 -49 31 -84 -26 30 -31 30 -79 25 -12 -77 -2 -91 -87 -57 -42 2 -88 93 -73 -92 -49 -31 36 -6 -67 -40 54 -9 -49 -99 -67  ; -22
94 61 10 -43 -51 -77 80 21 52 -36 87 -73 46 62 9 -89 30 0 -25 23 28 -78 66 -73 -8 82 -24 65 40 59 -72 29 58 28 30 27 12 62 -38 66 -65 67 -56 -44 3 -80 -42 79 78 -77 56 -11 56 36 -77 -9 -69 -64 71 -61 -78 81 16 45 6 -93 0 -40 -1 -23 -86 -4 -45 64 77 -47 66 -71 -46 -96 80 -16 78 -49 72 -56 8 -80 2 -21 -34 1 -58 -89 -18  ; -2
56 -25 37 -81 34 -77 -7 -17 -53 73 -65 41 -84 -27 41 86 26 -75 -58 -39 -89 -99 95 -93 86 26 90 -56 -6 -35 1 99 -6 90 41 -96 -23 -27 -16 15 -52 -87 79 54 -79 -41 -3 51 27 68 -38 -75 52 -62 -1 -78 47  ; -7
22 -17 -65 -19 -12 4 94 -5 33 -58 13 51 -61 96 92 -74 -98 -2 43 -1 18 -6 -5  ; 0
96 36 40 57 38 -1 -50 -13 76 -66 -90 32 -26 55 -76 7 58 -71 -45 -40 -71 77 -56 -73 -79 -39 6 -37 -34 74 -49 19 -47 77 53 -56 77 -80 -93 -14 -55 47 -13 24 -65 -90 40 60 4 16 87 61 -2 -40 89 -12 81 61 31 36 93 20 6 98 43 31 -61 -4 27 89 96 -1 -32 80 -42 -93 -96 55 18 -12 89 67 -56 15 42 74 -15 -49 -94 -15 94 27 -31 -67 21 -48 56  ; 3
40 62 -76 21 -52 -67 -54 8 33 -75 -55 -16 -70 73 47 96 -82 1 -51 -40 55 -21 -15 84 -9 -92 82 29 72 -22 -48 3 14 -76 -4 66 -53 28 5 85 78  ; 0
5 -56 70 49 -34 -25  ; 0
12 91 8 -49 40 60 -85 41 -20 -88 -65 -65 -9  ; -11
84 86 37 76 -19 52 97 -55 -1 79 3 -8 79 -52 -27 10 91 18 -54 76 -49 -91 -86 7 -17 -27 -47 -7 36 14 46 -2 -59 87 65 -14 92 17 85 49 -88 21 -8 -2 55 -50 60 34 2 -78 -84 62 75 10 37 13 59 -69 -78 -9 -79 61 25 95 -43 -84 -3 54 98 17 -7 9 -1 35 -50 28 -67 -96 90 -47 -11 95 -15 -47 -14  ; 7
20 -82 -99 74 52 90 -67 2 41 -49 -5 76 67 57 -4 -41 5 63 62 -5 -77  ; 8
58 40 -96 -51 97 72 -63 44 -21 -72 52 48 13 -27 91 71 -11 -8 -58 -5 -12 25 8 77 96 35 -4 2 -75 39 15 3 86 -64 4 -74 65 31 91 -81 14 -44 50 -45 -92 63 90 -26 89 -68 -15 -67 21 33 -8 -39 66 -84 -54  ; 4
50 19 47 23 -5 34 72 1 -5 10 -59 99 90 -42 11 -66 59 11 65 31 -56 95 -91 -92 53 -72 64 61 53 13 -44 70 19 69 81 -6 96 84 84 -88 61 -26 -76 44 82 -87 -99 91 90 -36 60  ; 17
90 -18 -55 35 -51 62 70 -95 -24 -62 -80 35 -58 33 71 -51 98 12 85 -74 -43 58 8 20 64 -32 -71 -34 -46 -3 -19 53 -82 -51 -77 -5 89 -90 4 91 94 -23 68 -91 66 -86 51 -17 23 71 -55 -30 -12 -31 -86 30 61 62 62 -85 14 -75 62 -7 43 -8 82 8 99 74 29 -54 33 -99 37 -25 7 38 -88 -29 49 95 24 -15 -21 33 71 11 -78 -29 47  ; 1
29 93 46 -58 -61 -35 -6 31 -83 -50 -51 -83 82 -74 36 22 47 -86 95 -64 -75 -50 73 6 5 -64 39 -1 -56 33  ; -9
2 -90 75  ; -7
98 -67 -86 99 -30 -68 -63 9 -55 -49 6 -95 20 19 -92 42 7 63 6 -80 56 -53 63 27 -64 -60 30 62 -88 -89 88 40 43 -82 -75 98 40 36 -73 -89 -60 -98 51 -53 -4 11 -24 -7 82 74 26 72 -5 87 46 29 -34 -39 -16 32 67 15 -67 -84 53 31 -44 10 67 -24 -74 38 39 64 -33 63 -4 3 60 0 61 -52 25 70 -51 -64 44 71 35 61 69 50 81 -82 33 77 61 29 -1  ; 3
84 -60 -79 50 71 -67 -25 -7 -91 92 -43 40 -89 77 37 -2 -40 13 -42 42 91 48 0 20 84 -7 39 -21 -58 87 91 87 10 -3 -2 51 -48 31 -90 -95 -50 31 -55 56 20 -22 -66 47 -14 3 35 -50 48 -76 37 10 56 -6 58 20 42 58 -13 0 -10 78 45 73 -12 28 90 -19 28 -4 54 0 -66 -36 -46 74 15 -36 85 -75 -49  ; 6
56 28 -7 6 73 -12 2 42 -87 -55 64 87 -39 -64 -7 -75 -54 59 61 -69 93 -7 -1 0 66 88 41 -21 -18 -56 23 75 72 -55 70 38 85 40 1 24 -17 57 38 93 -13 -94 -23 13 -5 15 -96 53 47 -39 -48 80 -82  ; 8
62 30 51 -35 25 -10 -5 -25 20 84 -19 57 97 -56 -55 75 35 95 -91 -29 7 -42 82 82 -53 16 -28 80 -5 -62 94 21 24 44 -14 47 -10 -92 -74 44 46 -96 -81 -23 98 97 82 -82 -13 -42 -40 -11 -65 31 37 -31 -87 44 -81 37 -30 -84 24  ; 2
19 89 -60 -89 -50 38 -38 -93 14 -34 12 -48 -61 -74 -90 43 23 68 -68 -44  ; -24
69 -58 -53 -65 -83 -28 -80 83 -41 94 5 6 -44 21 -85 -28 22 13 -63 -69 -17 52 -74 -13 81 69 -61 50 57 -8 -73 33 -58 -88 -72 -45 -57 20 79 34 -67 -8 -49 -20 25 96 54 91 73 -16 39 -63 35 -59 -80 -47 -46 -94 -44 -14 21 -20 -5 79 -71 -78 33 5 -33 -35  ; -12
87 -26 -34 82 43 -78 -83 -81 57 96 23 39 -91 -72 -98 17 -8 -33 5 -99 -86 -58 82 71 21 -24 20 -59 49 -79 -34 19 86 -59 70 28 17 60 8 -43 -35 72 70 -34 32 76 18 -14 -21 87 57 19 -65 -37 -37 -73 -59 -36 36 79 -8 -47 57 -91 -65 56 3 -92 47 -63 -55 -60 -28 -29 9 -74 67 22 96 -71 43 60 -26 -38 -12 -70 -8 41  ; -5
93 -17 77 -38 -98 -84 44 32 -77 71 80 -60 91 -71 -84 57 -34 19 20 89 -99 -52 -85 -22 17 66 35 94 87 70 -32 -58 28 -21 90 -26 59 46 22 -83 -8 -82 96 -96 -55 -73 -11 6 -82 68 40 -78 71 10 -25 -31 64 -87 -32 -98 -1 2 81 25 16 55 -94 1 -31 -21 65 41 -11 62 98 -83 -33 53 -80 -49 -2 -37 -58 -97 -33 27 79 -20 -60 5 5 99 26 -99  ; -3
31 24 -76 -18 42 -70 22 -61 -44 9 -40 -34 79 19 -7 15 36 95 -3 24 -75 98 22 24 -30 -16 -25 -7 -72 13 7 -5  ; -1
4 99 -95 80 85  ; 42
93 -4 81 18 -8 -92 48 -1 -70 -56 10 26 0 -79 -3 89 -98 54 44 78 -36 -70 81 23 -50 57 -6 53 66 -99 39 -45 -65 -82 34 -73 78 -72 -53 -10 -40 -33 -1 55 -73 51 62 -23 39 48 32 66 -88 72 21 38 10 19 -53 -11 -59 90 77 31 55 -58 19 -55 80 -88 41 -85 -83 -19 -3 35 8 -92 -74 50 -99 -17 8 -16 25 74 -91 90 97 28 -44 -25 -69 -82  ; -2
